"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","renders file attachment link","MessageBubble.vue","Tue Dec 09 21:48:45 UTC 2025","passed","Tue Dec 09 21:48:45 UTC 2025","","","",""
"","12","attaches auth interceptor on creation","ApiService","Tue Dec 09 21:48:42 UTC 2025","passed","Tue Dec 09 21:48:42 UTC 2025","","","",""
"","54","shows warning if fields are empty","LoginView.vue","Tue Dec 09 21:48:47 UTC 2025","passed","Tue Dec 09 21:48:47 UTC 2025","","","",""
"","6","shows sender email in global chat for others","MessageBubble.vue","Tue Dec 09 21:48:45 UTC 2025","passed","Tue Dec 09 21:48:45 UTC 2025","","","",""
"","1","getChats calls axios.get","ApiService","Tue Dec 09 21:48:42 UTC 2025","passed","Tue Dec 09 21:48:42 UTC 2025","","","",""
"","2","resizes element based on scrollHeight","useAutoResize","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","","",""
"","30","emits send event with text on button click","ChatInput.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","2","allows authenticated user to access protected route","Router Guards","Tue Dec 09 21:48:46 UTC 2025","passed","Tue Dec 09 21:48:46 UTC 2025","","","",""
"","5","does not emit if empty","ChatInput.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","3","login stores tokens and updates state","AuthService","Tue Dec 09 21:48:45 UTC 2025","passed","Tue Dec 09 21:48:45 UTC 2025","","","",""
"","108","scrolls to bottom when new message arrives","MessageList.vue","Tue Dec 09 21:48:47 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","","",""
"","17","highlights active chat","ChatSidebar.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","1","returns ?? for empty or undefined","chatUtils","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","getInitials","",""
"","14","renders main chat area only when activeChat is set","ChatView.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","66","renders correctly","ChatInput.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","25","calls auth.login with correct data","LoginView.vue","Tue Dec 09 21:48:47 UTC 2025","passed","Tue Dec 09 21:48:47 UTC 2025","","","",""
"","2","allows unauthenticated user to access login","Router Guards","Tue Dec 09 21:48:46 UTC 2025","passed","Tue Dec 09 21:48:46 UTC 2025","","","",""
"","18","redirects unauthenticated user to login when accessing protected route","Router Guards","Tue Dec 09 21:48:46 UTC 2025","passed","Tue Dec 09 21:48:46 UTC 2025","","","",""
"","4","calls store.createPrivateChat when sidebar emits create","ChatView.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","17","emits send event on Enter key","ChatInput.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","2","returns first two characters uppercase","chatUtils","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","getInitials","",""
"","0","constructs url for relative path","chatUtils","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","getFileUrl","",""
"","24","renders other message on the left","MessageBubble.vue","Tue Dec 09 21:48:45 UTC 2025","passed","Tue Dec 09 21:48:45 UTC 2025","","","",""
"","11","calls store.selectChat when sidebar emits select","ChatView.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","0","returns absolute url as is","chatUtils","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","getFileUrl","",""
"","26","emits create event when submitting form","CreateChatDialog.vue","Tue Dec 09 21:48:47 UTC 2025","passed","Tue Dec 09 21:48:47 UTC 2025","","","",""
"","6","uploadFile creates FormData correctly","ApiService","Tue Dec 09 21:48:42 UTC 2025","passed","Tue Dec 09 21:48:42 UTC 2025","","","",""
"","27","renders chat name correctly","ChatHeader.vue","Tue Dec 09 21:48:49 UTC 2025","passed","Tue Dec 09 21:48:49 UTC 2025","","","",""
"","5","renders initials in avatar","ChatHeader.vue","Tue Dec 09 21:48:49 UTC 2025","passed","Tue Dec 09 21:48:49 UTC 2025","","","",""
"","13","emits logout event","ChatSidebar.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","0","resets height to auto","useAutoResize","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","","",""
"","0","returns empty string if path is missing","chatUtils","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","getFileUrl","",""
"","3","handles network errors via interceptor","ApiService","Tue Dec 09 21:48:42 UTC 2025","passed","Tue Dec 09 21:48:42 UTC 2025","","","",""
"","1","does nothing if ref is null","useAutoResize","Tue Dec 09 21:48:48 UTC 2025","passed","Tue Dec 09 21:48:48 UTC 2025","","","",""
"","2","redirects authenticated user to home when accessing login","Router Guards","Tue Dec 09 21:48:46 UTC 2025","passed","Tue Dec 09 21:48:46 UTC 2025","","","",""
"","62","renders list of chats","ChatSidebar.vue","Tue Dec 09 21:48:44 UTC 2025","passed","Tue Dec 09 21:48:44 UTC 2025","","","",""
"","3","adds message on signalr event","Chat Store","Tue Dec 09 21:48:42 UTC 2025","passed","Tue Dec 09 21:48:42 UTC 2025","","","",""
